group_code,group_label,index,doy_bin_label,doy_bin_center,n_dates,support_pixels_total,env_q_low,env_q_med,env_q_high,curve_min,curve_med,curve_max,median_of_date_q10,median_of_date_q90,min_of_date_min,max_of_date_max
BR_OTHER_MIX,Fir/other or strongly mixed stand,NDVI,271-300,286,10,138247,0.7231423258781433,0.8198718726634979,0.8714728116989136,0.6840641498565674,0.8198718726634979,0.8877938389778137,0.7093547582626343,0.8934671580791473,0.3240644931793213,1.0
BR_OTHER_MIX,Fir/other or strongly mixed stand,NDVI,301-330,316,7,89049,0.7399659752845764,0.7543680667877197,0.7940369725227356,0.7334921956062317,0.7543680667877197,0.8274786472320557,0.6109394431114197,0.8649394512176514,0.17517679929733276,1.0
BR_OTHER_MIX,Fir/other or strongly mixed stand,NDVI,331-360,346,2,20558,0.7650813817977905,0.7696884870529175,0.7742955923080445,0.7639296054840088,0.7696884870529175,0.7754473686218262,0.5990220010280609,0.8552514314651489,0.2407347410917282,1.0
BR_OTHER_MIX,Fir/other or strongly mixed stand,NDVI,361-365,363,2,20168,0.8252667844295501,0.8404907882213593,0.8557147920131684,0.8214607834815979,0.8404907882213593,0.8595207929611206,0.5233948826789856,0.9757174849510193,-0.07568074762821198,1.0
FA_DOM_MIXED,Beech-dominated mixed (fir/other),NBR,001-030,16,4,36467,0.7128297805786132,0.7255979180335999,0.7391639709472656,0.7098642587661743,0.7255979180335999,0.74247145652771,0.6012835800647736,0.8339684307575226,-0.014084506779909134,1.0
FA_DOM_MIXED,Beech-dominated mixed (fir/other),NBR,031-060,46,3,34668,0.5938457727432251,0.7319518327713013,0.7437209367752076,0.559319257736206,0.7319518327713013,0.7466632127761841,0.6316474080085754,0.8188275098800659,-0.3694709539413452,0.9524933099746704
FA_DOM_MIXED,Beech-dominated mixed (fir/other),NBR,061-090,76,2,40150,0.40058149099349977,0.42184144258499146,0.44310139417648314,0.39526650309562683,0.42184144258499146,0.4484163820743561,0.19343838840723038,0.645190566778183,-0.2730042040348053,0.8838875889778137
FA_DOM_MIXED,Beech-dominated mixed (fir/other),NBR,091-120,106,2,41759,0.29437500834465025,0.3306994140148163,0.3670238196849823,0.28529390692710876,0.3306994140148163,0.3761049211025238,0.14831595867872238,0.5239008069038391,-0.18310324847698212,0.8712958693504333
FA_DOM_MIXED,Beech-dominated mixed (fir/other),NBR,121-150,136,5,103611,0.267831951379776,0.3679388165473938,0.4908198475837708,0.267831951379776,0.3679388165473938,0.5649620294570923,0.21615001559257507,0.5028458833694458,-0.17893056571483612,0.7023075819015503
FA_DOM_MIXED,Beech-dominated mixed (fir/other),NBR,151-180,166,2,22839,0.6598751485347748,0.6599476039409637,0.6600200593471527,0.6598570346832275,0.6599476039409637,0.6600381731987,0.5712743103504181,0.6999309062957764,0.16407914459705353,0.7659955024719238
FA_DOM_MIXED,Beech-dominated mixed (fir/other),NBR,181-210,196,7,135669,0.6294373512268067,0.6492943167686462,0.657797920703888,0.6235933899879456,0.6492943167686462,0.6663406491279602,0.5404149889945984,0.6981512904167175,-0.3229978382587433,0.8810597658157349
FA_DOM_MIXED,Beech-dominated mixed (fir/other),NBR,211-240,226,9,189763,0.6383914113044739,0.6575627326965332,0.6688615202903747,0.6351128220558167,0.6575627326965332,0.6689760088920593,0.5651413202285767,0.7014231085777283,0.03329207003116608,0.8266315460205078
FA_DOM_MIXED,Beech-dominated mixed (fir/other),NBR,241-270,256,2,42428,0.6166964590549469,0.6327288448810577,0.6487612307071686,0.6126883625984192,0.6327288448810577,0.6527693271636963,0.5265601575374603,0.6934414207935333,-0.03842666745185852,0.7956298589706421
FA_DOM_MIXED,Beech-dominated mixed (fir/other),NBR,271-300,286,10,204967,0.404889440536499,0.6195671856403351,0.6539372265338897,0.38313329219818115,0.6195671856403351,0.6704655885696411,0.4850764572620392,0.6931056380271912,-0.2822737395763397,0.8549479842185974
FA_DOM_MIXED,Beech-dominated mixed (fir/other),NBR,301-330,316,7,121399,0.4052845537662506,0.429283082485199,0.4949111223220825,0.40501123666763306,0.429283082485199,0.502782940864563,0.24061714112758636,0.6017464399337769,-0.36378857493400574,0.873248815536499
FA_DOM_MIXED,Beech-dominated mixed (fir/other),NBR,331-360,346,2,24079,0.4498453468084335,0.4536316841840744,0.4574180215597153,0.4488987624645233,0.4536316841840744,0.4583646059036255,0.23760292679071426,0.6405172646045685,-0.2529550790786743,0.8691655993461609
FA_DOM_MIXED,Beech-dominated mixed (fir/other),NBR,361-365,363,2,22607,0.5861977279186249,0.5940953195095062,0.6019929111003876,0.5842233300209045,0.5940953195095062,0.6039673089981079,0.3764948695898056,0.7562581896781921,-0.03739770129323006,0.890113115310669
FA_DOM_MIXED,Beech-dominated mixed (fir/other),NDMI,001-030,16,4,36467,0.5544908523559571,0.6031389832496643,0.6196706414222717,0.5348585844039917,0.6031389832496643,0.62553870677948,0.45558153092861176,0.7636890113353729,-0.12193787097930908,1.0
FA_DOM_MIXED,Beech-dominated mixed (fir/other),NDMI,031-060,46,3,34668,0.39459775686264037,0.595045268535614,0.6520493865013123,0.344485878944397,0.595045268535614,0.6663004159927368,0.4784460961818695,0.7178757190704346,-0.550818681716919,0.9445402026176453
